,SubjectName,ConstructName,QuestionText,AnswerText,MisconceptionId,MisconceptionName
2803,Parallel Lines,Identify parallel lines with at least one equation written in another form,"Which of the following lines is not parallel to
\[
y=-2 x+7 \text { ? }
\]",\( y=2-2 x \),401.0,"When given the equation of a straight line, believes the first term always gives the gradient, even when the first term is actually c"
2804,Parallel Lines,Identify parallel lines with at least one equation written in another form,"Which of the following lines is not parallel to
\[
y=-2 x+7 \text { ? }
\]",\( y=2(1-x) \),1743.0,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c
2805,Linear Equations,Write a formula to describe a situation,"Jodie was \( y \) years old on her birthday \( 3 \) years ago.
Her father was \( 43 \) years old. This year Jodie is half her father's age.
Which answer does not correctly represent this scenario?","![A bar model showing a bar for Jodie's age as y + 3 which is half the width of her father's bar.  Her father's bar is shown as 2 lots of y + 3, where the first y + 3 + y total to 43.]()",31.0,Does not understand bar modelling in algebra
2806,Linear Equations,Write a formula to describe a situation,"Jodie was \( y \) years old on her birthday \( 3 \) years ago.
Her father was \( 43 \) years old. This year Jodie is half her father's age.
Which answer does not correctly represent this scenario?","![A bar model showing a bar for Jodie's age as y + 3 which is half the width of her father's bar.  Her father's bar is shown as 46 in total, split into 2 lots of 23.]()",31.0,Does not understand bar modelling in algebra
2807,Linear Equations,"Solve linear equations with the variable appearing on both sides, with all positive integers","Solve the equation:
\(20 t-5=5 t+10\)",\( t=0 \),1924.0,Believes that a number divided by itself equals 0
2808,Linear Equations,"Solve linear equations with the variable appearing on both sides, with all positive integers","Solve the equation:
\(20 t-5=5 t+10\)",\( t=-1 \),1214.0,"When solving an equation, uses the same operation rather than the inverse."
2809,Linear Equations,"Solve linear equations with the variable appearing on both sides, with all positive integers","Solve the equation:
\(20 t-5=5 t+10\)",\( t=\frac{1}{5} \),1214.0,"When solving an equation, uses the same operation rather than the inverse."
2810,Multiplying and Dividing with Decimals,Multiply a decimal by an integer,\( 0.4 \times 5= \),\( 0.9 \),1416.0,Adds instead of multiplies
2811,Multiplying and Dividing with Decimals,Multiply a decimal by an integer,\( 0.4 \times 5= \),\( 0.20 \),2481.0,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
2812,Multiplying and Dividing with Decimals,Multiply a decimal by an integer,\( 0.4 \times 5= \),\( 0.45 \),261.0,When multiplying just writes the numbers next to each other
2813,Plotting Lines from Tables of Values,Determine if a given point lies on a line,"Tom and Katie are arguing about points on the line
\[
y=2 x-3
\]

Tom says \( (5,7) \) lies on the line \( \boldsymbol{y}=\mathbf{2} \boldsymbol{x}-\mathbf{3} \)

Katie says \( (-5,-7) \) lies on the line \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \)

Who is correct?",Both Tom and Katie,1937.0,Believes subtracting a positive number from a negative number makes the answer less negative
2814,Linear Equations,"Solve two-step linear equations, with the variable on one side, with all positive integers","Tom and Katie are discussing how to solve:
\(
\frac{8 x}{5}=40
\)

Tom says a correct next line of working could be: \( 8 x=8 \)
Katie says a correct next line of working could be: \( \frac{x}{5}=5 \)
Who is correct?","Only
Tom",1214.0,"When solving an equation, uses the same operation rather than the inverse."
2815,Linear Equations,"Solve two-step linear equations, with the variable on one side, with all positive integers","Tom and Katie are discussing how to solve:
\(
\frac{8 x}{5}=40
\)

Tom says a correct next line of working could be: \( 8 x=8 \)
Katie says a correct next line of working could be: \( \frac{x}{5}=5 \)
Who is correct?",Neither is correct,381.0,"When dividing a fraction by an integer, divides both the numerator and denominator by the integer"
2816,Sharing in a Ratio,"Given information about one part, work out the whole","The ratio of cars to vans in a car park is \( 5: 3 \)

If there are \( 80 \) cars, how many vehicles (cars and vans) are there in total?",\( 83 \),806.0,Thinks the number in the ratio is the total
2817,Quadratic Equations,Solve quadratic equations using factorisation in the form (x + a)(x + b) ,"The area of the trapezium on the right is \( 40 \mathrm{~cm}^{2} \). ![A trapezium with the parallel sides a and b labelled with x+2 and x+4 and the perpendicular height x.]() Based on the information given, Adam writes this formula:
\(x^{2}+3 x=40\)

What are the two solutions to this equation?",\( \begin{array}{c}x=8 \\ \text { and } \\ x=-5\end{array} \),2436.0,Believes the solutions of a quadratic equation are the constants in the factorised form
2818,Substitution into Formula,Substitute numbers into a SUVAT equation to work out distance,"\( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( S \) when
\[\begin{array}{l} a=4 \\ u=3 \\ t=5\end{array}\]",\( 625 \),452.0,"When a variable in an expression has a power, thinks the power applies to the whole expression"
2819,Time,Convert from hours to minutes,A school trip lasted \( 5 \) hours and \( 25 \) minutes. How long is this in minutes?,\( 525 \) minutes,161.0,Answers as if there are 100 minutes in an hour when changing from hours to minutes
2820,Time,Convert from hours to minutes,A school trip lasted \( 5 \) hours and \( 25 \) minutes. How long is this in minutes?,\( 5.25 \) minutes,427.0,Answers as if there are 100 minutes in an hour when writing minutes as decimals
2821,Rearranging Formula and Equations,Rearrange formulae to change the subject where the subject appears once and two steps are needed,"Rearrange the following equation to make \( r \) the subject
\(g=2 r+3\)",\( r=\frac{g+3}{2} \),1971.0,Confuses the inverse operations of addition and subtraction when rearranging equations
2822,Rearranging Formula and Equations,Rearrange formulae to change the subject where the subject appears once and two steps are needed,"Rearrange the following equation to make \( r \) the subject
\(g=2 r+3\)",\( r=g+3 \div 2 \),2586.0,Misunderstands order of operations in algebraic expressions
2823,"Averages (mean, median, mode) from a List of Data",Calculate the mode as an average from a list of data when there is a single mode,"What is the mode of the following numbers?
\[
0,0,2,2
\]",\( 0 \) and \( 2 \),2152.0,Believes every number is the mode when you have data with no mode
2824,"Averages (mean, median, mode) from a List of Data",Calculate the mode as an average from a list of data when there is a single mode,"What is the mode of the following numbers?
\[
0,0,2,2
\]",\( 2 \),375.0,Believes you can only have one mode
2825,"Averages (mean, median, mode) from a List of Data",Calculate the mode as an average from a list of data when there is a single mode,"What is the mode of the following numbers?
\[
0,0,2,2
\]",\( 1 \),1264.0,Finds the median instead of the mode
2826,Perpendicular Lines,Identify perpendicular lines written in any other form,Which of the following lines is perpendicular to x = -10 ?,\(x=-10\),1513.0,Does not know the meaning of perpendicular
2827,Perpendicular Lines,Identify perpendicular lines written in any other form,Which of the following lines is perpendicular to x = -10 ?,\( x=-\frac{1}{10} \),2491.0,"Thinks that in the equation x=a, a is the gradient"
2828,Converting between Fractions and Decimals,Convert fractions less than 1 to terminating decimals of 1 decimal place,Convert \( \frac{4}{20} \) into a decimal,\( 5.0 \),1542.0,Believes that a fraction means dividing the denominator by the numerator
2829,Converting between Fractions and Decimals,Convert fractions less than 1 to terminating decimals of 1 decimal place,Convert \( \frac{4}{20} \) into a decimal,\( 0.4 \),1715.0,Converts a fraction to a decimal by using only the numerator after the decimal point
2830,Converting between Fractions and Decimals,Convert fractions less than 1 to terminating decimals of 1 decimal place,Convert \( \frac{4}{20} \) into a decimal,\( 4.20 \),2308.0,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator
2831,Mental Multiplication and Division,Recognise and use the law of distributivity,"What word do we use to describe the relationship:
\(
7 \times 9=5 \times 9+2 \times 9
\)",Commutativity,1226.0,Does not recognise the distributive property
2832,Mental Multiplication and Division,Recognise and use the law of distributivity,"What word do we use to describe the relationship:
\(
7 \times 9=5 \times 9+2 \times 9
\)",Factors,858.0,Believes splitting a multiplication using the distributive property is the same as splitting it into factors
2833,Mental Multiplication and Division,Recognise and use the law of distributivity,"What word do we use to describe the relationship:
\(
7 \times 9=5 \times 9+2 \times 9
\)",Associativity,1226.0,Does not recognise the distributive property
2834,Place Value,Find 100 more than a given number,What number is \( 100 \) more than \( 72980 ? \),"\( 73,980 \)",1533.0,When adding powers of 10 adds onto the wrong column
2835,Place Value,Find 100 more than a given number,What number is \( 100 \) more than \( 72980 ? \),"\( 7,298,000 \)",126.0,Multiplies rather than adds when given the command word 'more'
2836,Place Value,Find 100 more than a given number,What number is \( 100 \) more than \( 72980 ? \),"\( 72,080 \)",1383.0,"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit"
2837,Ordering Decimals,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,![A number line between 0 and 1 split into 5 parts with a red arrow pointing to the marker representing the value 0.6]() What number is the arrow pointing to?,\( 0.3 \),671.0,"When reading decimals on a number line, assumes each dash is 0.1"
2838,Linear Equations,"Solve two-step linear equations, with the variable on one side, with all positive integers","Isaac is trying to solve the equation on the right. \( 15=\frac{1+k}{4} \) Here are his steps. Step \( 1: \) \(
60=1+k
\)

Step \( 2: \) \(
61=k
\) Which steps, if any, are correct?",Only ste.p \( 2 \),1214.0,"When solving an equation, uses the same operation rather than the inverse."
2839,Linear Equations,"Solve two-step linear equations, with the variable on one side, with all positive integers","Isaac is trying to solve the equation on the right. \( 15=\frac{1+k}{4} \) Here are his steps. Step \( 1: \) \(
60=1+k
\)

Step \( 2: \) \(
61=k
\) Which steps, if any, are correct?",Both steps are correct,1214.0,"When solving an equation, uses the same operation rather than the inverse."
2840,Linear Equations,"Solve two-step linear equations, with the variable on one side, with all positive integers","Isaac is trying to solve the equation on the right. \( 15=\frac{1+k}{4} \) Here are his steps. Step \( 1: \) \(
60=1+k
\)

Step \( 2: \) \(
61=k
\) Which steps, if any, are correct?",Both step.s are incorrect,1130.0,Does not know how to solve linear equations involving fractions
2841,Fractions of an Amount,Identify non-unit fractions when part of a shape,What fraction of the rectangle is shaded? ![Rectangle split into 100 equal parts with 27 parts shaded in yellow](),\( \frac{27}{73} \),2190.0,Denominator used for other parts rather than total parts
2842,Fractions of an Amount,Identify non-unit fractions when part of a shape,What fraction of the rectangle is shaded? ![Rectangle split into 100 equal parts with 27 parts shaded in yellow](),\( 27 \),659.0,Does not know how to write a fraction - just given an integer answer
2843,Simultaneous Equations,Solve linear simultaneous equations requiring a scaling of one expression,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=3 \\ y=-5\end{array} \),512.0,"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
2844,Simultaneous Equations,Solve linear simultaneous equations requiring a scaling of one expression,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=0.6 \\ y=4.6\end{array} \),512.0,"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
2845,Simultaneous Equations,Solve linear simultaneous equations requiring a scaling of one expression,"What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]",\( \begin{array}{l}x=10 \\ y=-33\end{array} \),512.0,"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
2846,Ordering Negative Numbers,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,"What is the value of A? ![A horizontal number-line with 11 vertical, equally spaced, dashes representing the position of numbers. ""-4"" below the 2nd dash and ""5"" below the last dash are the only numbers marked on the line. An arrow, labelled ""A"" is pointing halfway between the 5th and 6th dashes. ]()",\( -7.5 \),388.0,When placing a negative number on a number line student assumes numbers with a greater absolute value are placed to the right.
2847,Ordering Negative Numbers,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,"What is the value of A? ![A horizontal number-line with 11 vertical, equally spaced, dashes representing the position of numbers. ""-4"" below the 2nd dash and ""5"" below the last dash are the only numbers marked on the line. An arrow, labelled ""A"" is pointing halfway between the 5th and 6th dashes. ]()",\( 3 \),1103.0,"When reading integers on a number line, assumes each dash is 2"
2848,Averages and Range from Frequency Table,Identify the mode from a frequency table,"This table shows the number of pets a group of students owns.

What is the modal number of pets owned? \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 9 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 3 \) \\
\hline
\end{tabular}",\( 2 \),1264.0,Finds the median instead of the mode
2849,Averages and Range from Frequency Table,Identify the mode from a frequency table,"This table shows the number of pets a group of students owns.

What is the modal number of pets owned? \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 9 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 3 \) \\
\hline
\end{tabular}",\( 3 \),1364.0,Believes the mode is the frequency rather than the value/group
2850,Averages and Range from Frequency Table,Identify the mode from a frequency table,"This table shows the number of pets a group of students owns.

What is the modal number of pets owned? \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 9 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 3 \) \\
\hline
\end{tabular}",\( 4 \),1186.0,"Believes when identifying the mode you look at all values, not just frequencies, for the highest number"
2851,Linear Equations,"Solve one-step linear equations requiring addition or subtraction, with all positive integers","Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()",\( +7 \),1214.0,"When solving an equation, uses the same operation rather than the inverse."
2852,Linear Equations,"Solve one-step linear equations requiring addition or subtraction, with all positive integers","Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()",\( \times 7 \),520.0,Thinks the inverse of addition is multiplication
2853,Linear Equations,"Solve one-step linear equations requiring addition or subtraction, with all positive integers","Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()",\( \div 7 \),674.0,Thinks the inverse of addition is division
2854,"Averages (mean, median, mode) from a List of Data",Calculate the range from a list of data,"The data is in ascending order.
\(
\begin{array}{llllll}
x & 5 & 8 & y & 19 & 25
\end{array}
\)
Write an expression for the range.",\( x-25 \),2319.0,subtracts the highest from the lowest when calculating the range
2855,"Averages (mean, median, mode) from a List of Data",Calculate the range from a list of data,"The data is in ascending order.
\(
\begin{array}{llllll}
x & 5 & 8 & y & 19 & 25
\end{array}
\)
Write an expression for the range.",\( \frac{57+y+x}{6} \),1098.0,Finds the mean instead of the range
2856,Writing Ratios,"Divide a quantity into two parts for a given a ratio, where each part is an integer","For every \( 3 \) green squares there are \( 1 \) red squares.

How many squares should be coloured green in the grid on the right? \begin{tabular}{|l|l|l|l|}
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline
\end{tabular}",\( 3 \),1150.0,Does not believe you can scale up a proportional statement
2857,Writing Ratios,"Divide a quantity into two parts for a given a ratio, where each part is an integer","For every \( 3 \) green squares there are \( 1 \) red squares.

How many squares should be coloured green in the grid on the right? \begin{tabular}{|l|l|l|l|}
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline
\end{tabular}",\( 8 \),2071.0,Shares equally instead of in given ratio
2858,Frequency tables,Interpret numbers in a frequency table,"Dave has recorded the number of pets his classmates have in the frequency table on the right. \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular} How many people did Dave record the results of?",\( 5 \),1560.0,Mistakes the number of rows for the total frequency in a frequency table
2859,Frequency tables,Interpret numbers in a frequency table,"Dave has recorded the number of pets his classmates have in the frequency table on the right. \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular} How many people did Dave record the results of?",\( 10 \),2166.0,Adds up the variable column when asked for total frequency
2860,Area of Simple Shapes,Calculate the area of a parallelogram where the dimensions are given in the same units,"What is the area of the parallelogram? ![A parallelogram with length 7cm, perpendicular height (marked by a right angle) 3cm, and slanted height 4cm. Not to scale]()",\( 22 \mathrm{~cm}^{2} \),982.0,Calculates perimeter when asked for area
2861,Area of Simple Shapes,Calculate the area of a parallelogram where the dimensions are given in the same units,"What is the area of the parallelogram? ![A parallelogram with length 7cm, perpendicular height (marked by a right angle) 3cm, and slanted height 4cm. Not to scale]()",\( 28 \mathrm{~cm}^{2} \),669.0,Has used slant height and base to find area of a parallelogram rather than perpendicular height and base
2862,Area of Simple Shapes,Calculate the area of a parallelogram where the dimensions are given in the same units,"What is the area of the parallelogram? ![A parallelogram with length 7cm, perpendicular height (marked by a right angle) 3cm, and slanted height 4cm. Not to scale]()",\( 84 \mathrm{~cm}^{2} \),71.0,Multiplies all given dimensions when calculating an area
2863,Converting between Fractions and Decimals,Convert fractions less than 1 to terminating decimals of 2 decimal places,Convert \( \frac{3}{20} \) into a decimal,\( 0.3 \),1715.0,Converts a fraction to a decimal by using only the numerator after the decimal point
2864,Converting between Fractions and Decimals,Convert fractions less than 1 to terminating decimals of 2 decimal places,Convert \( \frac{3}{20} \) into a decimal,\( 3.20 \),2308.0,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator
2865,Multiplying and Dividing Negative Numbers,Carry out division  problems involving one negative integer,\( 12 \div(-4)= \),\( 3 \),1558.0,Believes dividing a positive by a negative gives a positive answer
2866,Rounding to Significant Figures,Round numbers between 0 and 1 to one significant figure,"Round this number to \( 1 \) significant figure:
\( 0.8532 \)",\( 1 \),2392.0,Rounds to the wrong degree of accuracy (rounds too much)
2867,Rounding to Significant Figures,Round numbers between 0 and 1 to one significant figure,"Round this number to \( 1 \) significant figure:
\( 0.8532 \)",\( 0.8 \),1379.0,Rounds down instead of up
2868,Linear Sequences (nth term),Use the nth term rule for ascending integer linear sequences to find another term in the sequence,"If you know the first term of a linear sequence and you multiply it by \( 10 \), you get the \( 10^{\text {th }} \) term of that sequence.
Is this statement...",always true,1582.0,Thinks terms in linear sequence are in direct proportion
2869,Linear Sequences (nth term),Use the nth term rule for ascending integer linear sequences to find another term in the sequence,"If you know the first term of a linear sequence and you multiply it by \( 10 \), you get the \( 10^{\text {th }} \) term of that sequence.
Is this statement...",never true,557.0,Assumes a fact without considering enough examples
2870,Rounding to Decimal Places,Round numbers to one decimal place,Round \( 27.48 \) to one decimal place,\( 27.4 \),1379.0,Rounds down instead of up
2871,Rounding to Decimal Places,Round numbers to one decimal place,Round \( 27.48 \) to one decimal place,\( 27 \),2392.0,Rounds to the wrong degree of accuracy (rounds too much)
2872,Adding and Subtracting Negative Numbers,Count backwards through zero starting from a positive integer,"John's flat is on floor \( 4 \).

The gym is on floor \( -1 \).

How many floors does John need to go down to get from his flat to the gym? ![A vertical number line from -8 to 7 increasing in 1 digit increments]()",\( 6 \),1824.0,Counts the starting number when counting backwards
2873,Adding and Subtracting Negative Numbers,Count backwards through zero starting from a positive integer,"John's flat is on floor \( 4 \).

The gym is on floor \( -1 \).

How many floors does John need to go down to get from his flat to the gym? ![A vertical number line from -8 to 7 increasing in 1 digit increments]()",\( 4 \),1793.0,Does not count end number when counting
2874,Finding the Equation of a Line,"Sketch, or identify a sketch, of a line given in the form y = mx + c, where m is negative",Which of the following sketches could represent \( y=4-2 x \) ?,![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis below the origin.](),2282.0,"Believes that in y=mx+c, m is the y-intercept"
2875,Finding the Equation of a Line,"Sketch, or identify a sketch, of a line given in the form y = mx + c, where m is negative",Which of the following sketches could represent \( y=4-2 x \) ?,![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis above the origin.](),1499.0,"Believes that in y = mx+c, c is the gradient"
2876,Finding the Equation of a Line,"Sketch, or identify a sketch, of a line given in the form y = mx + c, where m is negative",Which of the following sketches could represent \( y=4-2 x \) ?,![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis below the origin.](),1499.0,"Believes that in y = mx+c, c is the gradient"
2877,Types of Data and Questionnaires,Identify data which is qualitative or quantitative,"Leanne has written a questionnaire on the topic of holidays. One of her questions is,

""Describe how you feel when you are about to go on holiday.""

What type of data is she collecting by asking this question?","Primary
Quantitative
data",782.0,Mixes up quantitative and qualitative data types
2878,Types of Data and Questionnaires,Identify data which is qualitative or quantitative,"Leanne has written a questionnaire on the topic of holidays. One of her questions is,

""Describe how you feel when you are about to go on holiday.""

What type of data is she collecting by asking this question?",Attribute data,1327.0,Does not know the meaning of attribute data
2879,Measuring Angles,"Describe how many degrees you would turn, and in what direction, to move between North-West, North-East, South-West and South-East","Ada turns clockwise from facing \( \mathrm{NW} \) to facing \( \mathrm{S} \)

How many degrees has Ada turned? ![A image of a compass.]()",\( 135^{\degree} \),860.0,Mixes up clockwise and anticlockwise
2880,Estimation,Round numbers to an appropriate degree to estimate the answer to a calculation,"Without working out the exact answer, use estimation to decide which of the following answer is the most likely to be correct
\[
397 \div 209
\]",\( 1.332 \ldots \),1157.0,Rounds every number up when estimating
2881,Estimation,Round numbers to an appropriate degree to estimate the answer to a calculation,"Without working out the exact answer, use estimation to decide which of the following answer is the most likely to be correct
\[
397 \div 209
\]",\( 1.533 \ldots \),1379.0,Rounds down instead of up
2882,Factors and Highest Common Factor,Identify factors of algebraic expressions,"Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 18 x \) and \( 29 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?","Only
Tom",109.0,Thinks a factor of the final digit is also a factor of the whole number
2883,Percentages of an Amount,Calculate percentage of an amount mentally where the percent is an integer,What is \( 4 \% \) of \( 200 ? \),\( 4 \),2138.0,Does not understand a percentage can be applied to something not out of 100
2884,Percentages of an Amount,Calculate percentage of an amount mentally where the percent is an integer,What is \( 4 \% \) of \( 200 ? \),\( 204 \),2206.0,Added the values together instead of finding the percentage
2885,Percentages of an Amount,Calculate percentage of an amount mentally where the percent is an integer,What is \( 4 \% \) of \( 200 ? \),\( 80 \),1070.0,Believes that dividing by 10 gives 1%
2886,Properties of Quadrilaterals,Sort and class quadrilaterals into hierarchical families,"Tom and Katie are discussing this shape
Tom says it is a rectangle
Katie says it is a parallelogram
Who do you agree with? ![Purple parallelogram with parallel sides labelled]()","Only
Tom",1348.0,Does not recognise a parallelogram
2887,Properties of Quadrilaterals,Sort and class quadrilaterals into hierarchical families,"Tom and Katie are discussing this shape
Tom says it is a rectangle
Katie says it is a parallelogram
Who do you agree with? ![Purple parallelogram with parallel sides labelled]()",Both Tom and Katie,1180.0,Does not know the properties of a rectangle
2888,Properties of Quadrilaterals,Sort and class quadrilaterals into hierarchical families,"Tom and Katie are discussing this shape
Tom says it is a rectangle
Katie says it is a parallelogram
Who do you agree with? ![Purple parallelogram with parallel sides labelled]()",Neither is correct,1348.0,Does not recognise a parallelogram
2889,Converting Mixed Number and Improper Fractions,Identify non-unit fractions when part of a shape,"What mixed number fraction is represented below? ![Four bars, each split into six equal parts. In three of the shapes, all six parts are shaded. In the fourth shape, five out of six parts are shaded.]()",\( 2 \frac{3}{6} \),2484.0,"When converting from an improper fraction to a mixed number, just writes the tens digit as the number of wholes"
2890,Converting Mixed Number and Improper Fractions,Identify non-unit fractions when part of a shape,"What mixed number fraction is represented below? ![Four bars, each split into six equal parts. In three of the shapes, all six parts are shaded. In the fourth shape, five out of six parts are shaded.]()",\( \frac{23}{6} \),687.0,Confused mixed numbers with improper fractions
2891,Length Units,Complete multi-step conversions of length that use multiplication,How many millimetres in \( 100 \) kilometres?,One hundred thousand,205.0,Thinks there are 1000mm in a km
2892,Length Units,Complete multi-step conversions of length that use multiplication,How many millimetres in \( 100 \) kilometres?,One million,526.0,Thinks there are 10000mm in a km
2893,Length Units,Complete multi-step conversions of length that use multiplication,How many millimetres in \( 100 \) kilometres?,One billion,2333.0,Thinks there are 10 million mm in 1 km
2894,Pie Chart,Calculate the sector angle on a pie chart for a given group,"A diver wants to make a pie chart of his trip. \begin{tabular}{|c|c|c|}
\hline & Frequency & Degrees \\
\hline Manta Ray & \( 16 \) & \( 180 \) \\
\hline Hammerhead & \( 4 \) & \( 45 \) \\
\hline Conger Eel & \( 12 \) & \( \mathrm{~F} \) \\
\hline
\end{tabular} Which one of these is a correct method for finding F?",\( 360-180+45 \),1392.0,Does not include brackets when required
2895,Pie Chart,Calculate the sector angle on a pie chart for a given group,"A diver wants to make a pie chart of his trip. \begin{tabular}{|c|c|c|}
\hline & Frequency & Degrees \\
\hline Manta Ray & \( 16 \) & \( 180 \) \\
\hline Hammerhead & \( 4 \) & \( 45 \) \\
\hline Conger Eel & \( 12 \) & \( \mathrm{~F} \) \\
\hline
\end{tabular} Which one of these is a correct method for finding F?",\( \frac{12}{20} \times 360 \),924.0,Believes to find the proportion of a pie chart sector you do frequency/sum of other frequencies rather than frequency/overall total
2896,Pie Chart,Calculate the sector angle on a pie chart for a given group,"A diver wants to make a pie chart of his trip. \begin{tabular}{|c|c|c|}
\hline & Frequency & Degrees \\
\hline Manta Ray & \( 16 \) & \( 180 \) \\
\hline Hammerhead & \( 4 \) & \( 45 \) \\
\hline Conger Eel & \( 12 \) & \( \mathrm{~F} \) \\
\hline
\end{tabular} Which one of these is a correct method for finding F?",\( \frac{360}{32} \),1307.0,Finds the degrees for 1 person rather than the required number of people for a pie chart sector
2897,2D Names and Properties of Shapes-Others,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Tom and Katie are discussing regular polygons. Tom says this is a regular polygon ![A triangle with 3 equal sides and 3 equal angles]() Katie says this is a regular polygon ![A parallelogram with 2 pairs of parallel sides marked]() Who is correct?,Only Katie,255.0,Does not know the meaning of the word regular 
2898,2D Names and Properties of Shapes-Others,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Tom and Katie are discussing regular polygons. Tom says this is a regular polygon ![A triangle with 3 equal sides and 3 equal angles]() Katie says this is a regular polygon ![A parallelogram with 2 pairs of parallel sides marked]() Who is correct?,Both Tom and Katie,255.0,Does not know the meaning of the word regular 
2899,2D Names and Properties of Shapes-Others,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Tom and Katie are discussing regular polygons. Tom says this is a regular polygon ![A triangle with 3 equal sides and 3 equal angles]() Katie says this is a regular polygon ![A parallelogram with 2 pairs of parallel sides marked]() Who is correct?,Neither is correct,255.0,Does not know the meaning of the word regular 
2900,Dividing Fractions,Divide proper fractions in the form: Fraction ÷ Integer,"What fraction replaces the question mark? ![A bar split into 5 equal parts, with two shaded. One of the shaded parts is labelled with a question mark.]()",\( \frac{1}{2} \),1184.0,Identifies the wrong part of a fraction model as the whole
2901,Rotational Symmetry,Identify the order of rotational symmetry of a shape,![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle?,\( 1 \),2355.0,Does not know how to find order of rotational symmetry
